Nr,Vorname,Nachname,Titel,Geschlecht,Konfession,Bemerkungen
2520,"Barbara","Gerhauser",,1,0,"Tochter von Assessor Prosper Simon Gerhauser (Hofburgpfarre, Sterbebuch 1755-1824, 41).  

Bleibt nach 1781 in der Burg, bekommt kein Kostgeld, aber Pension  (OMeA Akten K. 1 (1781), Nr. 112).

Starb am 22.7.1784 in der Burg altershalber mit 79 Jahren, Tochter des Prosper Simon Gerhauser, Hof- und Gerichtsadvokaten und OMaA Assessor. Begraben am Matzleinsdorfer Gottesacker (Hofburgpfarre, Sterbebuch 1755-1824, 41)."
118,"Sebastian","Zeitlinger",,2,0,"Besoldung rückwirkend ab 1.10.1711. bekommt 1741 eine Pension von 450 fl (Prot 17, 50r)."
193,"Anton","Werndle","1726 E.v. Adelsried, 1731-40 s.n.",2,0,"Besoldung rückwirkend ab 1.10.1711. 1741 bekommt er eine Pension von 300 fl (P 17, 50r). 
Verh. mit Maria Franziska Winkler v. Streitfort. (Test  632, 1730/11)."
2009,"Anna Maria","Baldauf",,1,0,"folgt Eva Baldaufin nach, die im Feb 1721 starb. Kein hinweis auf Verw. (P 9, 229 u. 374r). 
Starb als virgo am 14.4.1743 (ZA SR 44; Hofburgpfarre, Sterbebuch 1648-1755, 05-14)

Eine Anna Baldauf heiratete später den Fürsten Dietrichstein! Muss eine andere gewesen sein. Im Zshg mit Liotards ""la belle chocolatière""."
2536,"Theresia","Simans (Simons)",,1,0,"1746 gestrichen da gestorben. Mutter von Barbara und Maria Anna S. (P 18, 427v). 

Per Hofordonanz v. 9.12.1746 wird die Hofwäsche der dl Erzherzoginnen ihren Töchtern überlassen, bekommen 200 fl pro Erzherzogin (P 18, 427v). 

Sind sich 1775 nicht mehr über die Aufteilung einig. Beide haben Kinder und verdienen in Ansehen ihrer Mutter eine Gnade. Resol unleserlich, aber  Khevenhüller wird angeschafft, die Sache zu klären (OMeA AA K. 79, Vortrag v. 12.2.1775)."
2324,"Anton","Rögler",,2,0,"heiratet am 30.8.1744 Maria Theresia Possanckin, Kammerjungfrau bei OHMin Fuchs (P 17, 536v; Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 689). 

Dient seit 1739, hat 1783 43 Dienstjahre, hört fast nichts mehr (OMeA Akten K. 4, Nr. 99)."
64,"Wenzel","Marcellini",,2,0,"Besoldung rückwirkend ab 1.10.1711. verlassenschaftsabh."
67,"Matthias","Siller (Stiller)",,2,0,"war in Spanien. Besoldung rückwirkend ab 1.10.1711. starb am 1.6. 1732 bei Prag (P 14, 2v)."
2477,"Franz","Mansperger",,2,0,"war vorher Silberdiener, wird 1727 kammerheizerjunge. 

Heiratet am 13.6.1737 eine Maria Barbara Stadlerin (GSchK; Hofburgpfarre, Tauf- und Trauungsbuch 1619-1755, 615)
Sie geht mit Maria Anna in die NL.

Eine Maria Anna Mansperger heiratet am 30.1.1738 Andreas Presoli, er ist TZ! (Hofburgpfarre, Tauf- und Trauungsbuch 1619-1755, 621).

Ist TZ bei Hochzeit Nikolaus Bertin, Laiblakai, mit Maria Theresia Maixner am 7.1.1738 (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 733)."
2386,"Philipp","Williard","1756 h.e.",2,0,"war schon vorher herzogl lothring. Kammerdiener! (Trauungsbuch St. Stephan, 1739-41, 8)"
2788,"Johann Christoph","Hayn",,2,0,"Vater von Karl Anton H. (P 25, 164v)."
573,"Clara Susanna Theresia","Burger","ab 1725 am Brüsseler Hof",1,0,"Tochter von Potentiana Burger, Schwester von Maria Anna B., Tante von Joseph Schwamberger (Test 632, 1729/6). 

Seit mind. 1706 Kammerdienerin bei M. Elisabeth (Schem.)

1725 gestrichen weil in Brüssel. Starb Anfang 1734"
1390,"Maria Anna","Löwenick, geb. Windecker","1736 h.e.",1,0,"Ehefrau von Jakob Löwenick (P 14, 293v; (Hofburgpfarre, Tauf-, Trauungsbuch, 236). 

Wird eigentlich 1733/34 abgefertigt und pensioniert. 
Sie bekommt 1751 eine Pension von 100 fl (P 21, 323)."
2533,"Maria Theresia v.","Gruber",,1,0,"Aufnahme mit 13.8.1743 (ZA SR 44). Sie spricht dass sie öffters auf 2 und 3 seiten dienst habe (P 19, 63r).

Heiratet am 28.7.1754 Franz Joseph v. Öttl in Schönbrunn, TZ waren Jakob Joseph de Woller, Johann Friedrich v. Egger, HKR, Werner v. Eckard, Johann Baptist v. Bolza (Hofburgpfarre, Trauungsbuch 1749-72, 49)."
363,"Lorenz","Fehringer",,2,0,"1724: am 22.dec. Verstorben"
368,"Johann Anton","Boda",,2,0,"war in Spanien. Starb am 31.10.1725. (OMaA Test 1725-14)."
35,"Johann Ferdinand v.","Mosern","1725 h.e.",2,0,
2627,"Anna Gabriela v.","Pichler","ab 1753 verh.",1,0,"ab 1753 als Maria Gabriela Pichler im HK. - andere Person, weil ja auch verheiratet und anderer Nachname? 
Im Prot 21, 247r steht nur Gabriela!

Heiratet am 17.10.1753 Johann Michael v. Wasserreich, supra regias civitates in regno bohemia, judex aulicus, in Beisein der Mejestäten al´incognito. TZ waren Joseph August v. Albrechtsburg, Assessor, Johann Anton de Puchberg, Hofsekretär, Taxator und Rat der Minbancodep., Johann Anton v. Pichler, Hofrat und Amadeus v. Pichler, Repraes. Consiliarius (Hofburgpfarre,  Trauungsbuch, 1749-72, 36)."
2692,"Friedrich Leonti","Hartmann","1750 Ritter",2,0,
21,"Felix Ernst G.v.","Mollard","1715 K, NÖ. Beisitzer",2,0,"Starb im Juni 1741.

v"
24,"Johann Georg Fr.v.","Arnold",,2,0,"starb am 28.12.1715.

v"
901,"Maria Anna G.v.","Harrach",,1,0,"wird im Jänner 1721 noch zum Kammerfräulein befördert, aber nicht mehr im HK. Im Februar 1721 heiratet sie den Fürsten Lamberg."
2806,"Peter Paul","Woller",,2,0,"verw. Mit anderen Woller?"
29,"Leopold E.v.","Pozzo auf Hartenegg",,2,0,"starb am 5.8.1732."
30,"Konstantin Joseph v.","Gatterburg",,2,0,"starb am 1.12.1734., seine Tochter Maria Anna Monica heiratet 1740 eienn Grafen v Seeau (Trauungsbuch St. Stephan 1739-40, 306)."
31,"Franz Anton v.","Hätzenberg",,2,0,"starb am 9.9.1722."
59,"Joseph","Kölbel",,2,0,"Besoldung rückwirkend ab 1.10.1711. Starb am 11.1.1734 (P 14, 260r). Verw mit Peter Paul, Amtsgegenschreiber?"
80,"Johann Christoph","Rambazky v. Reichenbach","1720 HRRR",2,0,"aus Sachsen, war als Sekretär im Dienst des Fürst Schwarzenberg und bei der Hofkriegskanzlei und der Böhm. Hofkanzlei als Dolmetscher und wurde auch für die Reichskanzlei vorgeschlagen. 
Starb am 28.8.1731. (HK 1731)

v"
152,"Franz","Hintereder",,2,0,"Besoldung rückwirkend ab 1.10.1711. Starb am 15.12.1724."
166,"Leopold","Christian d. Jüngere",,2,0,"Besoldung rückwirkend ab 1.10.1711. Bruder von Leopold CHr. d.Ä.(P 13, 56r), Vater von Leopold Christian d.Jüngsten (P 10, 326v). Starb ca 1765 (P 30, 354r)."
1302,"Johann Gottlieb Fr.v.","Stampfer v. Walchenberg","1728 h.e., 1738 h.e., Titular-Mundschenk",2,0,"Truch 24.12.1727-28.12.1738

Mundsch: 29.12.1738- Tod Karls

v"
199,"Anton","Posch",,2,0,"1677 geboren, Vater von Anton Stephan (P 17, 386r). Stiefvater von Johann Lazarus Fux (Darmstädter, Neues zu den, 103). Er hat in zweiter Ehe die Witwe von Matthias Fux, Lautenmacher um 1700, geheiratet (Ebd, 106). Besoldung rückwirkend ab 1.10.1711"
707,"Maria Ludmilla G.v.","Kollowrath",,1,0,
1435,"Karl Joseph","Reichgruber","1725 h.e.",2,0,"Sohn von Johann Georg R. (389, P 11, 307v).

Seine Schwester Maria Clara heiratet im Nov 1724 Franz Albert Würtz, kais. Leibchirurg. (Trauungsbuch St. Stephan 1723-25, 589)."
374,"Jakob Leopold","Hellmann",,2,0,"starb am 22.3.1742 (Lindner, 199)."
4954,,,,0,0,
189,"Maximilian","Hellmann d.Ä.",,2,0,"war in Spanien, dient 1713 bereits seit 16 Jahren. Starb am 9.2.1722 (Lindner, 203)
Vater. Verlassenschaftsabh."
3025,"Anna Maria","Schimer",,1,0,"eventuell bereits 1720 aufgenommen, aber nicht namentlich im HK"
1738,"Johann Kilian","Rosetter","1734 h.e., 1734-36 s.n.",2,0,"Sohn von Johann Otto R. (P 14, 271v). 1734: Johann Kilian Rosetter s.n. violonist
1736 gestrichen"
180,"Andreas","Zechart (Sehart)",,2,0,"war in Spanien."
1744,"Johann Ignaz","Schnautz","1734 h.e., Violinist",2,0,"Sohn von Anton Schnautz (und Maria Anna S.), P 14, 255v). 1741 bekommt er eine Pension von 180 fl (P 17, 50v)."
235,"Pius Nikolaus","Carelli","1715 Rat, 1721 v., Ritter des kön. Port. Ersten Ordens",2,0,"1723 v, Ritter des königl ersten Ordens in Portugal. Sohn von Johann Baptist (Stumvoll, 203), Gerhab der Loscanschen Kinder (AA 1739.14.3.)


eine Maria Theresia de Carelli ist 1735 Taufpatin für die Tochter von Johann Georg Schonat, Maria Theresia, getauft 8.1.1735 (Hofburgpfarre, Tauf- und Trauungsbuch 1619-1755, 136). Mit ihm verwandt?
V"
4539,"Joseph","Moser (II)",,0,0,"Ältester Silberdienerjunge und Sohn des Silberdieners Johann Moser. Steht 1778 seit 17 Jahren im Dienst. In ansehung seines verdienten vaters rückt er an die stelle des Heitz als Silberwäscher vor. Nov 1778 (P 39, 322v). 

Bekommt 1782 noch Kleidergeld! (OMeA Akten, K. 2, 1782, Nr. 40)."
1627,"Johann","Ott","1738 h.e.",2,0,"Sohn von Andreas O (P 9, 449v). 
1741 bekommt er Pension von 150 fl (P 17, 24v).

Heiratet am 22.11.1738 Anna Wismüllerin, TZ ist Joseph Schlegel (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 733)."
391,"Mariophilus","Löper",,2,0,"starb am 29.8.1731"
923,"Michael v.","Posch",,2,0,"Heiratet am13.2.1726 Christina de Roussel (P 10, 450v; (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 492). 

Verw. Mit Johann Adam v. Posch? Der ist nämlich kais. Rat und seiner Finanzkassen und der Kanzlei Direktor (Posch-Akten!), mit Maria Anna v. Kienmayr verh. 
Sohn Franz Joseph Maximilian, getauft 8.5.1773, Patin ist MT und EH Max. 
(Hofburgpfarre, Taufbuch 1755-1824, 41)."
28,"Johann Ignaz v.","Cariboldi",,2,0,"starb im Juli 1718.

v"
197,"Ferdinand Johann","Römer",,2,0,"Sohn von Ferdinand Joseph (323), Adjunktenstelle auf Betreiben des Vaters eingerichtet (Darmstädter, Orgelmacher, 8). 

Entw er oder sein Vater TZ bei Hochzeit von Ignaz Steinbrucker d.Ä. 
(Trauungsbuch St. Stephan 1723-25, 586).
Starb am 4.3. 1733 (Ebd, 20)."
258,"Andreas","Ott",,2,0,"Vater von Johann (1627, P 9, 449v). Besoldung rückwirkend ab 1.10.1711.

Taufpate für den Sohn von Paul Methudi und seiner Frau Anna Maria, Andreas Christoph, getauft 1.1.1736. Ott wird vertreten durch Christoph Winsch (Hofburgpfarre, Tauf- und Trauungsbuch 1619-1755, 137)."
4478,"Johann","Feyerstein (Feuerstein)",,0,0,
4144,"Benedikt","Fritz",,0,0,"ist 1767 schon seit 7 jahren als Sommelierjunge bei M. Elisabeth, war davor 8 jahre Tafeljunge

gibt am 20.10.1754 seine heiratsjuramente mit Veronika Frey?ig ab (Hofburgpfarre, Trauungsbuch 1749-72, 64)."
493,"Johann Augustin","Bottiglia","1715 pfälz. HKR",2,0,"seine Tochter wird später Kammerdienerin bei EH Magdalena. Taucht aber im HK nicht auf! (OMaA Test 635, 1738/21). Seine Tochter Maria Barbara heiratet am 22.5.1741 Joseph Adam Dreyling, HKrR und JUD (St. Augustin, Hofburgpfarre, Tauf-, Trauungsbuch, 1619-1755, 655)."
481,"Georg Sigmund","Heim","1722-29 s.n.",2,1,"2.11.1729- 10.4. 1739 (gestorben)
war bis 1719 bei Eleonora

1735 gestrichen, 1736 trotzdem im HK"
4037,"Hieronymus (Heinrich)","Härtel",,0,0,"wird in einem Brief MTs an Joseph vom 22.9.1778 erwähnt (Arneth, MTuJII, Korrespondenz, 124)."
575,"Anna Maria","Rautner",,1,0,"starb am 23.5.1725 (ZA SR 44; (Hofburgpfarre, Sterbebuch 1648-1755, 37)."
631,"Joseph","Perger",,2,0,"1716: Lorenz selber wie 1588?"
639,"Georg","Märtel",,2,0,"war kaiserlicher Hofkontrollor unter Joseph I. wechselt zu WA. 1718: + 1 Schreiber und 1 Contralordiener"
25,"Johann Adam v.","Lantzenburg u. Dischingen",,2,0,"starb am 13.2.1738

v"
815,"Johann Karl Franz","Trenger","1731-40 s.n.",2,0,"Sohn eines Hartschierenrottmeisters Johann Joseph Trenger und wird in ansehung der 30 jährigen hof- und felddienste des vaters aufgenommen (P 9, 54v). Lernte bei Ludwig Schön. Bewirbt sich beretis 1714 um eine Scholarenstelle, wird abgelehnt (P 8, 218r). Starb im Juni 1745 (Neddermeyer, 16)."
168,"Johann Franz","Sturm",,2,0,"Vater von Franz Martin (170). Besoldung rückwirkend ab 1.10.1711. verlassenschaftsabh."
170,"Franz Martin","Sturm",,2,0,"Sohn von Johann Franz (168). Besoldung rückwirkend ab 1.10.1711"
179,"Johann","Zischeck",,2,0,"war in Spanien. Seine Verlassenschaftsabh 1720, die seiner Witwe 1721."
3856,"Johann (Joachim)","Signorini",,0,0,"ist im April 1713 noch in Gefangenschaft (P7, 539r). Verlassenschaftsabh. April 1714."
443,"Maria Rebecca G.v.","Philippi, geb. G.v. Molodein","Witwe",1,0,"starb am 12.8.1746 Hofburgpfarre, Sterbebuch 1648-1755, 19)."
472,"Johann Rudolph G.v.","Oppersdorf","1720 K",2,0,"16.4.1718-14.1.1727
(Gestorben)
als hofstäbelmeister eig erst 1719 im hk/schem, nicht schon 1718!
V"
507,"Johann Baptist","Pergoldbauer",,2,0,
547,"Kaspar","Reen",,2,0,
554,"Maria Theresia G.v.","Fünffkirchen, geb. G.v. Spauer",,1,0,"v"
599,"Hercules Pius G.v.","Montecuccoli",,2,0,
2230,"Tobias Joseph v.","Gollhofer","1750 HRRR",2,0,"1741 bekommt er pension von 247 fl nebst der besoldung (P 17, 24v). Enkel von Tobias G. d.Ä., Sohn von Maximilian G. (AA 1740, 10.3.)

heiratet 1740 eine Anna Sedlmayr (Trauungsbuch St. Stephan, 1740, 234).

Eine Anna Gollhofer stirbt 1760"
620,"Franz","Rocher",,2,0,"+ 1 Quardaroba Junge"
771,"Jakob Ignaz","Focky","1714 E.v., 1721 im HK, 1721 HRRR, Rat",2,0,"1709/10 als 3. Hofmedicus im Schem. War also vermutlich nicht in Spanien. 


Bis 1720 bei WA als Franz Ignaz Focky! Ident?"
773,"Matthias Daniel","Müller","1718-23 s.n.",2,0,
853,"Wilhelm","o Kelly de Agrim","Philos., Gesch., Geogr., 1731 h.e.,  ab 1746 emerit.",2,0,"Besoldung rückwirkend ab 1.10.1711.1731: Böcklin starb d   january 1731. ihme succedierte der o´Kelly mit beybehaltung der philosophiae professoris stelle a 7ma january 1731

starb am 5.2.1767 im 63. Jahr als Generalfeldzeugmeister und Inh. Eines Infanterieregiments (Kh-M, 1767, 233)"
903,"Maria Theresia","Meltzer",,1,0,"1725 gestrichen, heiratet am 1.7.1725 Ferdinand von Cassiano (Cazan) (P 11, 189r; (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 481)."
907,"Magdalena v.","Gollhofer","1722 h.e.",1,0,"Witwe des Oberkammerfouriers Tobias Gollhofer d. Ä. ( P 12, 585r). Er ist im Schem. 1705 noch drin. Er irgendwann zw 1705 und 1715 (schon Maximilian G.) gestorben)."
2189,"Franz","Barbian",,2,0,"Verlassenschaftsabhandlg"
914,"Christina v.","Roussel",,1,0,"Heiratet am13.2.1726 Michael v. Posch (P 10, 450v; (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 492). 

Tochter von Anna Roussel, die von 1708 bis 1722 bei der Kaiserin in dienst gestandene guardedames und wegen ihrer überkommenen schwachheiten wegen mit einer pension entlassenen mutter. Bittet um heiratsaussteuer. 1726 gestrichen.

Eine Auguste Baronesse Münsterberg, verh. Roussel, bekommt ab wann? 300 fl als Kleidungsbeihilf (tw aus der Kriegskassa). Für ihre 2 Kinder Albertina 8 J und Carolina 5 J bekommt sie ab 1.3.1771 jährl 200 fl aus dem Geh. KZA (Geh. KZA 6, fol. 17 Nr. 54). Eine Verwandte?"
915,"Theresia v.","Gollhofer",,1,0,"heiratet am 28.11.1724 Sigismund  Heinriquez, secretarius cancellaria hispanie. TZ Maximilian Gundacker v. Gollhofer, Heinrich Ernst v. Camellern, Gualdinus de Urbain (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 476). 

1725: ersetzt durch Maria Anna Rudlin von Rosenfeldt a 29. 9bris 1724"
916,"Maria Anna","Walter",,1,0,"möglich ab 1719, im Schem kein Name, erst 1720 im HK.

Heiratet am 2.4.1720 Joseph Müller, Kammertrabant (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 421)."
919,"Elisabeth","Hintermayr",,1,0,"heiratet am 25.4.1726 Martin Anton Ägidius Stöger v. Schönthal, Kriegskommissar ((Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 496)."
921,"Katharina","Bogner",,1,0,"seit 1718 angestellt, im schem 1719 nicht namentlich. Heiratet am 7.1.1732 Johann Valentin Nurall, djh Türhüter (GSchK 1732;  ZA SR 44; (Hofburgpfarre, Tauf- und Trauungsbuch 1619-1755, 570)."
2150,"Margaretha","Schenk",,1,0,"wird 1725 in den Brüsseler Hofstaat der EH Maria Elisabeth übernommen, aber nicht mehr im HK.1720 nicht mehr namentlich im HK.

Vertritt Anna Barbara Högl als Taufpatin für den Sohn des Hofgärtners Ferdinand Leidl, Johannes Andreas, getauft am 30.12.1716. (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 89)."
538,"Johann Joseph G.v.","Millesimo",,2,0,"heiratet 1750 die Hofdame Amalia G.v. Korschensky (Korzensky), Dispens wg Blutsverwandtschaft (GSchK, Ehesachen, 1750/4). Für ihn vielleicht nicht erste Ehe, wird ja bereits älter gewesen sein."
3627,"Maria Theresia Elisabeth v.","Siebenschön",,1,0,"1725 gestrichen weil am 20.7. verstorben (Hofburgpfarre, Sterbebuch 1648-1755, 37)."
1196,"Josepha Eleonora v.","Dallenberg","1725 h.e.",1,0,"Tochter von Appollonia Dallenberg, Schwester von Esther (OMaA Test 640, 1768/9).

Heiratet am 15.4.1733 den Hrn Johann Nikolaus Algey v Bornstein (P 14, 84v (Hofburgpfarre, Tauf- und Trauungsbuch 1619-1755, 581).

Hat zumindest eine Tochter, Josepha (OMaA Test 640, 1768/9). Eine Josepha Sporenstein (Bornstein) ist Enkelin von Appollonia Franziska v. Dallenberg (OMaA Test 637, 1745/8)"
1186,"Antonia G.v.","Traun u. Abensberg",,1,0,
1643,"Maria","Örtl",,1,0,"1734: + 1 Leibwäscherin, 1 Frauenzimmerkreserin, 2 Wäscherinnen, 2 Krankenwärterinnen, 1 Krankenköchin, 1 Extraweib

ein Jakob Örtl war bis 1740 kais. Mundküchentürhüter, wechselt 1741 zu Elis Chr. (OMeA ÄZA K. 40, 31r)."
1150,"Jakob G.v.","Brandeis",,2,0,
3325,"Franz Anton","Derick","1765-79 s.n.",2,0,
2414,"Joseph G.v.","Althann",,2,0,
1461,"Maria Theresia","Ferrando","1728 h.e.",1,0,"Tochter von Franz F (P 11, 169r). Schwester von Maria Anna F. die vom Hof weggeheiratet hat und Karl F., (P 12, 169r).

Heiratet am 7.2.1740 Karl (Gabriel) von Rondini Hofkriegsratssekretär (AA 1739, 30.1.). (OMaA Test, 637, 1743/6; Hofburgpfarre, Tauf- und Trauungsbuch 1619-1755, 637)."
904,"Ludmilla","Sigler",,1,0,"heiratet am 13.6.1728 von Hof weg, Franz Anton Schreffel v. Mansperg. TZ waren Carl Joseph Saubern v Sauberskirchen, Franz Ferdinand Fr v Waffenberg, Franz Anton v Saffran, Johann Fernandez v. Brunetti (Hofburgpfarre, Tauf-, Trauungsbuch, 1619-1755, 522)."
1452,"Philippina G.v.","Clary u. Altringen",,1,0,"wird am 9.12.1728 aufgenommen, zu spät für Hofkalender (Schematismus 1729)"
1469,"Maria Rosa","Sorger","1730-34 s.n.",1,0,
4006,"vacat","vacat",,0,0,"1780 eig. Nicht im hk"
1844,"Maria Josepha G.v.","Waldstein","1735 h.e.",1,0,"heiratet am 21. 2. 1739 Graf Leopold Palffy"
1796,"Joseph G.v.","Waldstein",,2,0,
1194,"Maria Eleonora","Huber",,1,0,"heiratet am 21.111.1729 Jakob Kienast (GSchK 1729)."
1841,"Theresia G.v.","Portia",,1,0,"bereits am 15.12.1729 eingestellt, aber erst 1731 im HK, war zu spät für 1730.
heiratet ende Jänner 1749 Camillo G.v. Colloredo."
1937,"Friederike G.v.","Promnitz",,1,0,"heiratet 1733 Michael Johann von Althann. Stirbt  1739 (genealogy.links"
1938,"Friederike G.v.","Ötting",,1,0,
4040,"Joseph","Mayr (I)",,0,0,"war vorher Auffuhrknecht (P 31, 118r)."
1033,"Eleonora G.v.","Kokorsowa",,1,0,"

Eine Sophia Kokorsowa war Kammerfräulein der EH Elisabeth in NL, bekommt  jährl. 400 fl, später 700 fl aus dem Geh. KZA bis zu ihrem Tod 1778 (Geh. KZA 6, fol. 11, Nr. 3). Verw.?"
2207,"Raphaela G.v.","Rogendorf",,1,0,"heiratet am 1.9.1743 den Grafen Anton von Salm-Reifferscheid (ZA SR 44).

Tochter Maria Theresia Josepha, getauft 21.8.1757 (Hofburgpfarre, Taufbuch 1755-1824, 3)."
1473,"Maria Elisabeth","Graber",,1,0,"Maria Amalia hat im HK 1731 keinen Hofstaat mehr. Ab 1733 kommt Grabin zu Maria Anna. 

Heiratet am 21.4.1739 den Kammertrabanten Ignaz Franz Beer und tritt scheinbar aus den Hofdienst aus (GschK; Hofburgpfarre, Tauf- und Trauungsbuch 1619-1755, 630).

V"
895,"Antonia G.v.","Gilleis",,1,0,"heiratet den Oberst-Silberkämmerer Friedrich G.v. Cavriani am 17.4.1732 (ZA SR 44)."
6215,"Nikolaus Joseph 5. F.v.","Esterhazy de Galantha","1765 wGR, K, RMTO, GFZM, Inh. Inf. Reg., 1766 RGV, KMTO, Oberster Kämmerer des Kgrchs Ungarn, 1771 GFM",0,0,"""Der Prachtliebende"" 18.12.1714-28.9.1790, auch Graf zu Forchtenstein. 
Förderer Joseph Haydns. 
Seit 1762 Fürst, nach Tod seines älteren Bruders Paul Anton. (wiki). 1764 Capitän der ung. Garde, 1765 RGV

Er heiratet 1737 Maria Elisabeth Ungnad v. Weissenwolf, 6 Kinder (Anton, Nikolaus, Ferdinand, maria Anna, Christina, Elisabeth) (wiki, esterhazy.net). 
V"
990,"Anna Maria","Kehrner (Körner)",,1,0,"1719: + 1 Kuchlmensch, 2 Krankenwärterinnen, 1 Gehilfin, 1 Krankenköchin, 1 Mundkuchltrager, 1 Krankenwassertrager, 1 Leibnaderin, 1 Kreserin, 1 Leibwäscherin, 1 Mundwäscherin, 1 Frauenzimmerkreserin, 3 Frauenzimmerwäscherinnen.

Eigentlich bereits im April 1732 aufgenommen worden (ZA SR 44), aber erst 1734 im HK, ist wohl Fehler."
2229,"Maria Josepha G.v.","Kaunitz","1724 h.e.",1,0,"am 7. dec. 1724 verstorben."
2527,"Katharina (Karolina)","Friesenecker","war Amme",1,0,"war Amme. Ihre Tochter Anna Katharina heiratet 1743/44 Jakob Mansperger, NÖ Ratsprotokollist (GSchK). 

Die Mutter wird im Dez 1745 bei EH Karl aufgenommen (ZA SR 44) und stirbt am 1.12.1745 (Hofburgpfarre, Sterbebuch 1648-1755, 18). 

Wär möglich dass sie 1749 nochmal heiratet: Franz Joseph Verena (Varena),  (GSchK, Ehesachen, 1749/1). Da aber Jungfrau steht und Eltern angegeben werden, war es vielleicht eher eine andere? Jakob Mansperger ist jedenfalls TZ! (St. Stephan, Trauungsbuch, 1747-49, 197v)."
745,"Wenzel v.","Streitberg","1725 h.e.",2,0,"Truch: 11.3.1712- 3.3.1725. wird aufgenommen, weil sein bruder sich in der Schlacht um Landau verdient gemacht hat und dort gestorben ist. (P 7, 159r). 

Heiratet am 16.2.1718 Maria Anna E.v. Burgern in Beisein von Karl VI, Elisabeth Christine, KW Eleonora und Amalia und 4 EHInnen in incognito (Hofburgpfarre, Tauf-, Trauungsbuch, 1619-1755, 395). 

Vorschn: 4.3.1725-Tod Karls 
1725: Streitberg ist sub eodem dato (2ter 8bris) der anderte Vorschneider worden
1741 pensioniert mit 360 fl (P 17, 20r).

V"
2831,"Maria Anna de","Bobock","1746 h.e.",1,0,"heiratet am 15.1.1750 Anton Erber v Erbenstein, caes regi salis prefectus Linz (?). In Beisein der Majestäten incognito, TZ waren Heinrich Joseph v. Koch, Hofrat, Franz Anton Schröffl v. Mansperg, Karl Joseph Fr. v. Eiller (?) und Joachim v. Schwandtner (Hofburgpfarre,  Trauungsbuch, 1749-72, 9)."
